Date,Open,High,Low,Close,Volume,Adj Close
2015-07-21,1507.01001,1510.380005,1495.599976,1496.430054,000,1496.430054
2015-07-20,1508.170044,1510.040039,1504.430054,1507.48999,000,1507.48999
2015-07-17,1519.800049,1519.800049,1505.219971,1507.819946,000,1507.819946
2015-07-16,1519.130005,1521.380005,1516.040039,1519.47998,000,1519.47998
2015-07-15,1522.780029,1522.780029,1511.589966,1513.430054,000,1513.430054
2015-07-14,1516.400024,1524.72998,1515.390015,1522.98999,000,1522.98999
2015-07-13,1509.959961,1517.77002,1509.959961,1516.530029,000,1516.530029
2015-07-10,1498.540039,1504.680054,1497.97998,1503.72998,000,1503.72998
2015-07-09,1496.160034,1502.040039,1487.00,1487.810059,000,1487.810059
2015-07-08,1498.599976,1500.180054,1480.939941,1485.849976,000,1485.849976
2015-07-07,1501.76001,1508.23999,1481.949951,1507.349976,000,1507.349976
2015-07-06,1497.030029,1508.27002,1493.079956,1500.839966,000,1500.839966
2015-07-02,1509.140015,1513.369995,1501.430054,1505.76001,000,1505.76001
2015-07-01,1509.329956,1514.219971,1503.060059,1508.569946,000,1508.569946
2015-06-30,1508.560059,1510.069946,1499.089966,1502.170044,000,1502.170044
2015-06-29,1523.189941,1526.810059,1499.619995,1500.099976,000,1500.099976
2015-06-26,1530.930054,1534.290039,1526.930054,1532.619995,000,1532.619995
2015-06-25,1536.880005,1537.300049,1527.589966,1530.410034,000,1530.410034
2015-06-24,1547.160034,1548.689941,1534.02002,1534.319946,000,1534.319946
2015-06-23,1550.900024,1551.280029,1546.170044,1549.439941,000,1549.439941
2015-06-22,1547.300049,1549.530029,1544.560059,1547.910034,000,1547.910034
2015-06-19,1544.280029,1546.560059,1540.630005,1540.829956,000,1540.829956
2015-06-18,1534.310059,1548.089966,1534.310059,1544.27002,000,1544.27002
2015-06-17,1534.819946,1538.329956,1526.900024,1531.780029,000,1531.780029
2015-06-16,1520.969971,1533.75,1519.689941,1532.079956,000,1532.079956
2015-06-15,1528.030029,1528.030029,1511.189941,1521.880005,000,1521.880005
2015-06-12,1536.619995,1536.619995,1529.189941,1530.890015,000,1530.890015
2015-06-11,1531.969971,1537.869995,1531.040039,1537.540039,000,1537.540039
2015-06-10,1518.839966,1533.699951,1518.839966,1530.329956,000,1530.329956
2015-06-09,1516.349976,1517.619995,1507.209961,1512.97998,000,1512.97998
2015-06-08,1526.140015,1527.170044,1516.109985,1516.209961,000,1516.209961
2015-06-05,1519.560059,1527.27002,1511.380005,1526.619995,000,1526.619995
2015-06-04,1530.199951,1531.420044,1520.060059,1521.439941,000,1521.439941
2015-06-03,1530.589966,1541.160034,1528.329956,1535.640015,000,1535.640015
2015-06-02,1523.439941,1532.48999,1520.030029,1528.050049,000,1528.050049
2015-06-01,1528.709961,1531.949951,1518.040039,1526.900024,000,1526.900024
2015-05-29,1533.420044,1533.420044,1520.670044,1524.670044,000,1524.670044
2015-05-28,1536.800049,1536.800049,1528.920044,1534.380005,000,1534.380005
2015-05-27,1525.579956,1538.680054,1524.47998,1537.630005,000,1537.630005
2015-05-26,1537.160034,1537.160034,1521.76001,1524.699951,000,1524.699951
2015-05-22,1540.98999,1544.109985,1538.910034,1541.560059,000,1541.560059
2015-05-21,1541.079956,1545.27002,1538.25,1542.790039,000,1542.790039
2015-05-20,1541.969971,1545.790039,1537.969971,1541.380005,000,1541.380005
2015-05-19,1543.98999,1544.52002,1538.130005,1540.969971,000,1540.969971
2015-05-18,1529.810059,1544.530029,1527.790039,1543.609985,000,1543.609985
2015-05-15,1532.300049,1532.660034,1526.150024,1531.280029,000,1531.280029
2015-05-14,1518.060059,1532.170044,1518.060059,1531.98999,000,1531.98999
2015-05-13,1518.26001,1522.420044,1512.97998,1515.920044,000,1515.920044
2015-05-12,1516.380005,1518.069946,1500.780029,1514.73999,000,1514.73999
2015-05-11,1517.819946,1523.52002,1515.959961,1517.97998,000,1517.97998
2015-05-08,1514.25,1524.01001,1514.25,1518.77002,000,1518.77002
2015-05-07,1499.369995,1509.22998,1495.920044,1505.22998,000,1505.22998
2015-05-06,1503.380005,1506.699951,1492.23999,1499.680054,000,1499.680054
2015-05-05,1517.829956,1521.75,1497.670044,1500.00,000,1500.00
2015-05-04,1515.119995,1523.839966,1515.119995,1519.459961,000,1519.459961
2015-05-01,1503.579956,1515.640015,1503.579956,1513.51001,000,1513.51001
2015-04-30,1515.219971,1515.670044,1496.47998,1500.189941,000,1500.189941
2015-04-29,1524.900024,1524.900024,1513.420044,1518.589966,000,1518.589966
2015-04-28,1521.52002,1527.540039,1511.599976,1526.969971,000,1526.969971
2015-04-27,1534.459961,1538.969971,1519.890015,1521.890015,000,1521.890015
2015-04-24,1541.819946,1541.819946,1532.959961,1533.839966,000,1533.839966
2015-04-23,1531.550049,1543.420044,1531.430054,1540.199951,000,1540.199951
2015-04-22,1529.459961,1533.150024,1521.390015,1532.73999,000,1532.73999
2015-04-21,1533.670044,1535.650024,1527.280029,1528.949951,000,1528.949951
2015-04-20,1518.75,1530.869995,1518.75,1528.839966,000,1528.839966
2015-04-17,1534.23999,1534.23999,1510.969971,1515.800049,000,1515.800049
2015-04-16,1535.23999,1538.089966,1529.880005,1534.23999,000,1534.23999
2015-04-15,1534.880005,1543.47998,1534.880005,1537.670044,000,1537.670044
2015-04-14,1530.819946,1532.25,1520.810059,1531.060059,000,1531.060059
2015-04-13,1534.02002,1538.219971,1529.680054,1529.890015,000,1529.890015
2015-04-10,1532.089966,1537.22998,1532.050049,1534.959961,000,1534.959961
2015-04-09,1529.800049,1534.00,1522.22998,1531.160034,000,1531.160034
2015-04-08,1525.709961,1533.040039,1522.459961,1531.290039,000,1531.290039
2015-04-07,1536.449951,1537.079956,1524.449951,1524.619995,000,1524.619995
2015-04-06,1519.410034,1537.699951,1517.619995,1536.589966,000,1536.589966
2015-04-02,1518.199951,1529.839966,1518.00,1523.939941,000,1523.939941
2015-04-01,1522.209961,1522.209961,1509.300049,1518.77002,000,1518.77002
2015-03-31,1525.349976,1528.180054,1519.390015,1524.030029,000,1524.030029
2015-03-30,1511.069946,1531.810059,1511.069946,1529.73999,000,1529.73999
2015-03-27,1501.48999,1509.170044,1499.280029,1508.51001,000,1508.51001
2015-03-26,1500.939941,1506.939941,1494.689941,1501.810059,000,1501.810059
2015-03-25,1533.01001,1533.829956,1505.23999,1505.23999,000,1505.23999
2015-03-24,1537.160034,1537.160034,1530.47998,1530.790039,000,1530.790039
2015-03-23,1539.150024,1542.160034,1537.130005,1537.130005,000,1537.130005
2015-03-20,1525.469971,1541.280029,1525.469971,1539.609985,000,1539.609985
2015-03-19,1526.119995,1526.119995,1518.199951,1522.349976,000,1522.349976
2015-03-18,1509.26001,1532.119995,1505.400024,1526.76001,000,1526.76001
2015-03-17,1507.530029,1512.030029,1502.97998,1510.630005,000,1510.630005
2015-03-16,1496.430054,1508.910034,1496.430054,1508.910034,000,1508.910034
2015-03-13,1498.119995,1498.119995,1481.48999,1491.119995,000,1491.119995
2015-03-12,1487.890015,1501.530029,1487.72998,1500.810059,000,1500.810059
2015-03-11,1473.180054,1483.540039,1471.319946,1483.189941,000,1483.189941
2015-03-10,1484.849976,1484.849976,1472.439941,1472.439941,000,1472.439941
2015-03-09,1488.810059,1494.689941,1488.810059,1492.310059,000,1492.310059
2015-03-06,1504.699951,1504.699951,1484.140015,1486.619995,000,1486.619995
2015-03-05,1503.349976,1506.589966,1500.170044,1504.819946,000,1504.819946
2015-03-04,1509.699951,1509.699951,1496.98999,1503.349976,000,1503.349976
2015-03-03,1514.689941,1514.689941,1504.599976,1509.72998,000,1509.72998
2015-03-02,1506.579956,1517.72998,1506.579956,1517.599976,000,1517.599976
2015-02-27,1511.27002,1513.300049,1506.339966,1506.530029,000,1506.530029
2015-02-26,1515.390015,1516.089966,1508.420044,1512.400024,000,1512.400024
2015-02-25,1517.069946,1519.869995,1513.119995,1516.23999,000,1516.23999
2015-02-24,1515.060059,1518.619995,1512.160034,1517.719971,000,1517.719971
2015-02-23,1514.97998,1515.640015,1508.910034,1515.619995,000,1515.619995
2015-02-20,1504.50,1516.839966,1496.790039,1516.839966,000,1516.839966
2015-02-19,1506.619995,1508.459961,1501.27002,1505.329956,000,1505.329956
2015-02-18,1500.00,1507.930054,1498.72998,1507.930054,000,1507.930054
2015-02-17,1501.449951,1505.439941,1496.869995,1502.689941,000,1502.689941
2015-02-13,1495.97998,1503.00,1493.790039,1502.780029,000,1502.780029
2015-02-12,1484.569946,1495.329956,1484.569946,1494.849976,000,1494.849976
2015-02-11,1479.290039,1483.819946,1473.060059,1480.099976,000,1480.099976
2015-02-10,1471.890015,1481.800049,1465.599976,1480.589966,000,1480.589966
2015-02-09,1475.02002,1477.430054,1467.380005,1469.459961,000,1469.459961
2015-02-06,1482.530029,1485.459961,1471.969971,1476.890015,000,1476.890015
2015-02-05,1470.02002,1482.709961,1470.02002,1482.040039,000,1482.040039
2015-02-04,1470.390015,1474.73999,1465.310059,1467.439941,000,1467.439941
2015-02-03,1449.920044,1474.079956,1449.920044,1473.939941,000,1473.939941
2015-02-02,1436.72998,1447.939941,1420.140015,1447.189941,000,1447.189941
2015-01-30,1449.040039,1450.569946,1434.400024,1435.099976,000,1435.099976
2015-01-29,1445.22998,1456.25,1435.619995,1455.349976,000,1455.349976
2015-01-28,1465.359985,1468.839966,1442.01001,1444.660034,000,1444.660034
2015-01-27,1466.589966,1468.310059,1451.910034,1462.52002,000,1462.52002
2015-01-26,1455.410034,1472.050049,1450.099976,1471.98999,000,1471.98999
2015-01-23,1461.25,1463.98999,1455.030029,1455.790039,000,1455.790039
2015-01-22,1441.209961,1462.369995,1433.079956,1462.290039,000,1462.290039
2015-01-21,1425.300049,1438.150024,1421.969971,1435.719971,000,1435.719971
