Date,Open,High,Low,Close,Volume,Adj Close
2015-06-03,3.62,3.75,3.38,3.46,55940300,3.46
2015-06-02,3.65,3.79,3.58,3.73,56921400,3.73
2015-06-01,3.55,3.62,3.39,3.56,53356300,3.56
2015-05-29,3.20,3.62,3.19,3.54,114600600,3.54
2015-05-28,3.01,3.17,2.95,3.17,68728600,3.17
2015-05-27,3.13,3.25,3.10,3.13,52827500,3.13
2015-05-26,3.30,3.35,3.16,3.24,74540400,3.24
2015-05-22,3.45,3.57,3.45,3.52,34834500,3.52
2015-05-21,3.55,3.71,3.51,3.65,76188400,3.65
2015-05-20,3.34,3.39,3.24,3.33,43509500,3.33
2015-05-19,3.41,3.45,3.21,3.25,106490700,3.25
2015-05-18,3.66,3.72,3.55,3.66,35712400,3.66
